ticket_id,producto_id,cantidad
TK_0000022,PROD_00354,4
TK_0000022,PROD_00384,4
TK_0000022,PROD_00170,1.049
TK_0000022,PROD_00410,3.246
TK_0000023,PROD_00132,1
TK_0000023,PROD_00038,4
TK_0000023,PROD_00440,3
TK_0000023,PROD_00150,0.868
TK_0000023,PROD_00063,5
TK_0000023,PROD_00372,2
TK_0000023,PROD_00076,4
TK_0000023,PROD_00234,1
TK_0000023,PROD_00002,4
TK_0000023,PROD_00022,2.203
TK_0000023,PROD_00160,2.301
TK_0000023,PROD_00093,5
TK_0000024,PROD_00036,5
TK_0000024,PROD_00357,4
TK_0000024,PROD_00078,1.81
TK_0000024,PROD_00395,3
TK_0000024,PROD_00190,2
TK_0000024,PROD_00486,2
TK_0000024,PROD_00062,0.506
TK_0000025,PROD_00079,2.544
TK_0000025,PROD_00137,3
TK_0000025,PROD_00378,3
TK_0000025,PROD_00415,2.24
TK_0000025,PROD_00374,2
TK_0000025,PROD_00291,5
TK_0000025,PROD_00078,2.33
TK_0000025,PROD_00387,5
TK_0000025,PROD_00375,2
TK_0000026,PROD_00323,3.418
TK_0000026,PROD_00083,4
TK_0000026,PROD_00197,1.279
TK_0000026,PROD_00236,4
TK_0000026,PROD_00074,4
TK_0000026,PROD_00061,1.542
TK_0000027,PROD_00423,2
TK_0000027,PROD_00048,0.838
TK_0000027,PROD_00304,3
TK_0000027,PROD_00106,3
TK_0000027,PROD_00315,2
TK_0000027,PROD_00154,3
TK_0000027,PROD_00118,1
TK_0000027,PROD_00156,3
TK_0000027,PROD_00442,5
TK_0000027,PROD_00164,3
TK_0000028,PROD_00040,5
TK_0000028,PROD_00335,5
TK_0000028,PROD_00188,3
TK_0000028,PROD_00029,2
TK_0000028,PROD_00162,2.382
TK_0000028,PROD_00253,5
TK_0000028,PROD_00477,3
TK_0000028,PROD_00410,2.384
TK_0000028,PROD_00305,2
TK_0000028,PROD_00158,1
TK_0000029,PROD_00209,1
TK_0000029,PROD_00107,3
TK_0000029,PROD_00153,4
TK_0000029,PROD_00066,4
TK_0000029,PROD_00343,4
TK_0000029,PROD_00137,1
TK_0000029,PROD_00380,1
TK_0000030,PROD_00175,1
TK_0000030,PROD_00440,5
TK_0000030,PROD_00391,1.105
TK_0000030,PROD_00476,1
TK_0000030,PROD_00453,4
TK_0000030,PROD_00381,4
TK_0000030,PROD_00208,2
TK_0000030,PROD_00447,2
TK_0000030,PROD_00315,5
TK_0000030,PROD_00333,5
TK_0000030,PROD_00102,5
TK_0000031,PROD_00253,5
TK_0000031,PROD_00071,2
TK_0000031,PROD_00035,4
TK_0000031,PROD_00141,2
TK_0000031,PROD_00054,0.552
TK_0000031,PROD_00017,3
TK_0000031,PROD_00245,4
TK_0000031,PROD_00421,2
TK_0000031,PROD_00005,1
TK_0000031,PROD_00387,2
TK_0000032,PROD_00446,2
TK_0000032,PROD_00085,3
TK_0000032,PROD_00413,1
TK_0000032,PROD_00158,4
TK_0000032,PROD_00271,4
TK_0000032,PROD_00338,3
TK_0000032,PROD_00479,2
TK_0000032,PROD_00369,1
TK_0000032,PROD_00448,1
TK_0000032,PROD_00219,2.695
TK_0000032,PROD_00370,5
TK_0000032,PROD_00368,1
TK_0000032,PROD_00500,1
TK_0000032,PROD_00477,2
TK_0000033,PROD_00355,5
TK_0000033,PROD_00103,4
TK_0000033,PROD_00410,3.041
TK_0000033,PROD_00380,3
TK_0000033,PROD_00357,1
TK_0000033,PROD_00480,4
TK_0000033,PROD_00188,5
TK_0000033,PROD_00153,3
TK_0000034,PROD_00092,3
TK_0000034,PROD_00476,2
TK_0000034,PROD_00035,3
TK_0000034,PROD_00294,4
TK_0000034,PROD_00201,5
TK_0000034,PROD_00028,3
TK_0000034,PROD_00215,1
TK_0000035,PROD_00083,3
TK_0000035,PROD_00021,2
TK_0000035,PROD_00377,1.722
TK_0000035,PROD_00167,3
TK_0000035,PROD_00303,5
TK_0000035,PROD_00347,3.439
TK_0000035,PROD_00175,4
TK_0000035,PROD_00174,1
TK_0000036,PROD_00289,5
TK_0000036,PROD_00165,3
TK_0000036,PROD_00199,3
TK_0000036,PROD_00263,3
TK_0000036,PROD_00244,5
TK_0000036,PROD_00341,2
TK_0000036,PROD_00095,1
TK_0000036,PROD_00140,1.974
TK_0000036,PROD_00340,5
TK_0000036,PROD_00145,0.856
TK_0000037,PROD_00486,2
TK_0000037,PROD_00226,1
TK_0000037,PROD_00292,1.761
TK_0000037,PROD_00119,3
TK_0000037,PROD_00300,1.297
TK_0000037,PROD_00484,2
TK_0000037,PROD_00073,3
TK_0000037,PROD_00180,3
TK_0000037,PROD_00067,3
TK_0000038,PROD_00317,4
TK_0000038,PROD_00124,2
TK_0000038,PROD_00018,1
TK_0000038,PROD_00307,1.61
TK_0000038,PROD_00314,1
TK_0000038,PROD_00130,5
TK_0000038,PROD_00032,1
TK_0000038,PROD_00492,1
TK_0000039,PROD_00180,5
TK_0000039,PROD_00213,0.577
TK_0000039,PROD_00440,2
TK_0000039,PROD_00359,4
TK_0000039,PROD_00476,4
TK_0000039,PROD_00208,1
TK_0000039,PROD_00433,5
TK_0000039,PROD_00185,3
TK_0000040,PROD_00483,3
TK_0000040,PROD_00476,2
TK_0000040,PROD_00224,4
TK_0000040,PROD_00169,3
TK_0000040,PROD_00412,2
TK_0000040,PROD_00097,5
TK_0000041,PROD_00200,3
TK_0000041,PROD_00011,1
TK_0000041,PROD_00180,2
TK_0000041,PROD_00007,1.11
TK_0000041,PROD_00403,5
TK_0000041,PROD_00093,5
TK_0000041,PROD_00160,1.116
TK_0000042,PROD_00078,0.954
TK_0000042,PROD_00127,1
TK_0000042,PROD_00117,2
TK_0000042,PROD_00490,2
TK_0000042,PROD_00047,4
TK_0000042,PROD_00416,4
TK_0000042,PROD_00205,3
TK_0000043,PROD_00055,3
TK_0000043,PROD_00393,4
TK_0000043,PROD_00112,3
TK_0000043,PROD_00357,5
TK_0000043,PROD_00040,1
TK_0000043,PROD_00180,5
TK_0000043,PROD_00172,2
TK_0000043,PROD_00304,4
TK_0000044,PROD_00259,5
TK_0000044,PROD_00382,3
TK_0000044,PROD_00163,1.66
TK_0000044,PROD_00434,2
TK_0000044,PROD_00324,2
TK_0000044,PROD_00203,2
TK_0000045,PROD_00080,2.83
TK_0000045,PROD_00289,1
TK_0000045,PROD_00365,5
TK_0000045,PROD_00359,5
TK_0000045,PROD_00213,2.247
TK_0000045,PROD_00075,4
TK_0000045,PROD_00477,1
TK_0000045,PROD_00164,4
TK_0000045,PROD_00375,2
TK_0000045,PROD_00413,1
TK_0000045,PROD_00352,0.581
TK_0000045,PROD_00444,3
TK_0000045,PROD_00158,5
TK_0000046,PROD_00199,3
TK_0000046,PROD_00221,3
TK_0000046,PROD_00185,4
TK_0000046,PROD_00328,3
TK_0000046,PROD_00119,5
TK_0000046,PROD_00472,1.473
TK_0000046,PROD_00133,3
TK_0000046,PROD_00430,5
TK_0000046,PROD_00056,4
TK_0000047,PROD_00443,1
TK_0000047,PROD_00178,3
TK_0000047,PROD_00342,1
TK_0000047,PROD_00059,1.258
TK_0000047,PROD_00043,2
TK_0000047,PROD_00007,1.086
TK_0000047,PROD_00052,1
TK_0000047,PROD_00069,2
TK_0000047,PROD_00242,4
TK_0000047,PROD_00211,1
TK_0000048,PROD_00199,1
TK_0000048,PROD_00084,2
TK_0000048,PROD_00077,0.735
TK_0000048,PROD_00454,0.773
TK_0000048,PROD_00344,4
TK_0000048,PROD_00336,3.397
TK_0000048,PROD_00198,3
TK_0000048,PROD_00193,3
TK_0000048,PROD_00134,1.796
TK_0000048,PROD_00422,2
TK_0000049,PROD_00179,1
TK_0000049,PROD_00024,3
TK_0000049,PROD_00037,4
TK_0000049,PROD_00375,4
TK_0000049,PROD_00128,5
TK_0000049,PROD_00269,5
TK_0000049,PROD_00490,4
TK_0000049,PROD_00039,2
TK_0000049,PROD_00205,1
TK_0000049,PROD_00300,1.041
TK_0000049,PROD_00050,5
TK_0000049,PROD_00246,2
TK_0000049,PROD_00117,3
TK_0000050,PROD_00414,4
TK_0000050,PROD_00397,2
TK_0000050,PROD_00410,1.201
TK_0000050,PROD_00237,1
TK_0000050,PROD_00146,4
TK_0000050,PROD_00088,3
TK_0000050,PROD_00195,4
TK_0000050,PROD_00291,3
TK_0000050,PROD_00286,1.417
TK_0000050,PROD_00188,4
TK_0000051,PROD_00390,2.0
TK_0000051,PROD_00182,3
TK_0000051,PROD_00115,3
TK_0000051,PROD_00243,3
TK_0000051,PROD_00414,1
TK_0000051,PROD_00061,0.718
TK_0000052,PROD_00211,4
TK_0000052,PROD_00003,5
TK_0000052,PROD_00460,1
TK_0000052,PROD_00126,5
TK_0000052,PROD_00242,4
TK_0000053,PROD_00303,5
TK_0000053,PROD_00347,0.603
TK_0000053,PROD_00098,4
TK_0000053,PROD_00126,5
TK_0000053,PROD_00345,4
TK_0000053,PROD_00419,4
TK_0000053,PROD_00120,3
TK_0000053,PROD_00205,2
TK_0000053,PROD_00112,3
TK_0000053,PROD_00340,4
TK_0000053,PROD_00334,0.58
TK_0000054,PROD_00471,2
TK_0000054,PROD_00376,2
TK_0000054,PROD_00313,3.061
TK_0000054,PROD_00276,4
TK_0000054,PROD_00229,1.232
TK_0000054,PROD_00157,4
TK_0000054,PROD_00495,4
TK_0000054,PROD_00101,4
TK_0000054,PROD_00476,5
TK_0000054,PROD_00360,4
TK_0000055,PROD_00142,2
TK_0000055,PROD_00359,5
TK_0000055,PROD_00247,3
TK_0000055,PROD_00309,5
TK_0000055,PROD_00077,0.759
TK_0000055,PROD_00349,1
TK_0000055,PROD_00334,2.963
TK_0000055,PROD_00314,3
TK_0000055,PROD_00193,3
TK_0000056,PROD_00421,2
TK_0000056,PROD_00088,5
TK_0000056,PROD_00009,4
TK_0000056,PROD_00312,1.401
TK_0000056,PROD_00066,1
TK_0000056,PROD_00040,5
TK_0000056,PROD_00476,3
TK_0000056,PROD_00465,4
TK_0000056,PROD_00090,1
TK_0000056,PROD_00217,5
TK_0000056,PROD_00075,1
TK_0000056,PROD_00092,5
TK_0000056,PROD_00450,3
TK_0000057,PROD_00057,1
TK_0000057,PROD_00485,3
TK_0000057,PROD_00123,3
TK_0000057,PROD_00242,4
TK_0000057,PROD_00303,3
TK_0000057,PROD_00447,3
TK_0000057,PROD_00211,3
TK_0000058,PROD_00133,4
TK_0000058,PROD_00327,4
TK_0000058,PROD_00487,2
TK_0000058,PROD_00166,3.48
TK_0000058,PROD_00220,1
TK_0000058,PROD_00464,4
TK_0000058,PROD_00265,1
TK_0000058,PROD_00418,2
TK_0000058,PROD_00270,2
TK_0000058,PROD_00450,4
TK_0000059,PROD_00111,2.266
TK_0000059,PROD_00465,3
TK_0000059,PROD_00298,3
TK_0000059,PROD_00378,5
TK_0000059,PROD_00466,2
TK_0000059,PROD_00062,2.992
TK_0000059,PROD_00090,1
TK_0000059,PROD_00441,5
TK_0000059,PROD_00231,0.779
TK_0000059,PROD_00150,2.22
TK_0000059,PROD_00338,2
TK_0000059,PROD_00308,5
TK_0000059,PROD_00089,5
TK_0000060,PROD_00265,3
TK_0000060,PROD_00144,5
TK_0000060,PROD_00302,5
TK_0000060,PROD_00399,3
TK_0000060,PROD_00329,4
TK_0000060,PROD_00128,1
TK_0000060,PROD_00248,1
TK_0000060,PROD_00486,2
TK_0000060,PROD_00162,2.202
TK_0000060,PROD_00327,4
TK_0000060,PROD_00096,5
TK_0000061,PROD_00358,1.12
TK_0000061,PROD_00384,4
TK_0000061,PROD_00129,4
TK_0000061,PROD_00356,1
TK_0000061,PROD_00495,2
TK_0000061,PROD_00244,1
TK_0000061,PROD_00074,4
TK_0000061,PROD_00039,4
TK_0000062,PROD_00212,1.049
TK_0000062,PROD_00367,2
TK_0000062,PROD_00003,2
TK_0000062,PROD_00006,1
TK_0000062,PROD_00357,4
TK_0000062,PROD_00320,2
TK_0000062,PROD_00488,2.0
TK_0000062,PROD_00220,4
TK_0000063,PROD_00277,3
TK_0000063,PROD_00494,1
TK_0000063,PROD_00090,2
TK_0000063,PROD_00044,4
TK_0000063,PROD_00345,2
TK_0000063,PROD_00268,3
TK_0000063,PROD_00144,2
TK_0000063,PROD_00110,4
TK_0000063,PROD_00445,0.715
TK_0000063,PROD_00109,5
TK_0000064,PROD_00338,2
TK_0000064,PROD_00007,1.113
TK_0000064,PROD_00463,3.089
TK_0000064,PROD_00464,5
TK_0000064,PROD_00117,1
TK_0000064,PROD_00112,2
TK_0000064,PROD_00408,3
TK_0000064,PROD_00214,4
TK_0000064,PROD_00383,3
TK_0000064,PROD_00396,2
TK_0000064,PROD_00163,2.149
TK_0000064,PROD_00485,2
TK_0000064,PROD_00205,1
TK_0000065,PROD_00147,4
TK_0000065,PROD_00332,4
TK_0000065,PROD_00405,0.695
TK_0000065,PROD_00394,1
TK_0000065,PROD_00404,1
TK_0000065,PROD_00219,2.638
TK_0000065,PROD_00139,1
TK_0000065,PROD_00324,2
TK_0000065,PROD_00303,4
TK_0000065,PROD_00171,3
TK_0000066,PROD_00074,2
TK_0000066,PROD_00413,3
TK_0000066,PROD_00190,4
TK_0000066,PROD_00361,2
TK_0000066,PROD_00066,1
TK_0000066,PROD_00405,2.217
TK_0000066,PROD_00243,4
TK_0000066,PROD_00451,2
TK_0000066,PROD_00325,1
TK_0000066,PROD_00184,2.31
TK_0000067,PROD_00138,3
TK_0000067,PROD_00006,1
TK_0000067,PROD_00107,1
TK_0000067,PROD_00285,5
TK_0000067,PROD_00394,1
TK_0000068,PROD_00344,2
TK_0000068,PROD_00490,4
TK_0000068,PROD_00097,3
TK_0000068,PROD_00422,4
TK_0000068,PROD_00486,2
TK_0000068,PROD_00460,3
TK_0000068,PROD_00316,4
TK_0000068,PROD_00198,1
TK_0000068,PROD_00139,3
TK_0000068,PROD_00224,5
TK_0000069,PROD_00284,2
TK_0000069,PROD_00374,4
TK_0000069,PROD_00475,4
TK_0000069,PROD_00220,2
TK_0000069,PROD_00253,3
TK_0000069,PROD_00009,5
TK_0000069,PROD_00486,2
TK_0000070,PROD_00483,2
TK_0000070,PROD_00132,4
TK_0000070,PROD_00370,4
TK_0000070,PROD_00195,4
TK_0000070,PROD_00252,5
TK_0000070,PROD_00194,3
TK_0000070,PROD_00398,3
TK_0000070,PROD_00386,3
TK_0000070,PROD_00269,3
TK_0000070,PROD_00279,4
TK_0000070,PROD_00278,1.465
TK_0000071,PROD_00209,5
TK_0000071,PROD_00360,3
TK_0000071,PROD_00321,1
TK_0000071,PROD_00156,3
TK_0000071,PROD_00298,2
TK_0000071,PROD_00197,1.972
TK_0000071,PROD_00292,3.475
TK_0000071,PROD_00080,0.519
TK_0000071,PROD_00493,1
TK_0000071,PROD_00329,5
TK_0000071,PROD_00096,1
TK_0000072,PROD_00468,3
TK_0000072,PROD_00239,3
TK_0000072,PROD_00273,2.88
TK_0000072,PROD_00372,1
TK_0000072,PROD_00320,5
TK_0000072,PROD_00321,3
TK_0000072,PROD_00075,2
TK_0000072,PROD_00399,2
TK_0000072,PROD_00105,1
TK_0000072,PROD_00139,3
TK_0000072,PROD_00096,3
TK_0000073,PROD_00091,3
TK_0000073,PROD_00129,4
TK_0000073,PROD_00431,3
TK_0000073,PROD_00165,2
TK_0000073,PROD_00103,5
TK_0000074,PROD_00125,1.596
TK_0000074,PROD_00303,5
TK_0000074,PROD_00290,3
TK_0000074,PROD_00362,3.332
TK_0000074,PROD_00031,4
TK_0000074,PROD_00200,1
TK_0000074,PROD_00461,5
TK_0000074,PROD_00489,5
TK_0000074,PROD_00216,3
TK_0000074,PROD_00181,5
TK_0000074,PROD_00345,5
TK_0000075,PROD_00357,2
TK_0000075,PROD_00194,4
TK_0000075,PROD_00338,3
TK_0000075,PROD_00103,3
TK_0000075,PROD_00292,1.927
TK_0000075,PROD_00234,2
TK_0000075,PROD_00396,3
TK_0000075,PROD_00393,2
TK_0000075,PROD_00488,2.584
TK_0000075,PROD_00107,4
TK_0000075,PROD_00067,5
TK_0000076,PROD_00017,5
TK_0000076,PROD_00265,3
TK_0000076,PROD_00497,1
TK_0000076,PROD_00431,4
TK_0000076,PROD_00499,1
TK_0000076,PROD_00198,2
TK_0000076,PROD_00106,2
TK_0000076,PROD_00035,3
TK_0000076,PROD_00119,1
TK_0000076,PROD_00163,1.118
TK_0000076,PROD_00169,2
TK_0000076,PROD_00193,4
TK_0000077,PROD_00262,2
TK_0000077,PROD_00037,5
TK_0000077,PROD_00046,3
TK_0000077,PROD_00275,2
TK_0000077,PROD_00212,2.69
TK_0000077,PROD_00156,4
TK_0000077,PROD_00447,1
TK_0000077,PROD_00384,3
TK_0000077,PROD_00246,5
TK_0000078,PROD_00302,1
TK_0000078,PROD_00177,3
TK_0000078,PROD_00458,2.144
TK_0000078,PROD_00381,2
TK_0000078,PROD_00282,1.35
TK_0000078,PROD_00096,1
TK_0000078,PROD_00102,5
TK_0000079,PROD_00489,4
TK_0000079,PROD_00288,1.329
TK_0000079,PROD_00030,3.466
TK_0000079,PROD_00202,5
TK_0000079,PROD_00205,4
TK_0000079,PROD_00471,3
TK_0000080,PROD_00247,4
TK_0000080,PROD_00223,5
TK_0000080,PROD_00356,2
TK_0000080,PROD_00214,5
TK_0000080,PROD_00468,4
TK_0000080,PROD_00120,1
TK_0000081,PROD_00145,1.627
TK_0000081,PROD_00365,2
TK_0000081,PROD_00355,2
TK_0000081,PROD_00171,5
TK_0000081,PROD_00191,4
TK_0000081,PROD_00396,5
TK_0000081,PROD_00415,0.968
TK_0000081,PROD_00461,5
TK_0000081,PROD_00024,4
TK_0000081,PROD_00092,4
TK_0000081,PROD_00310,1
TK_0000081,PROD_00263,5
TK_0000081,PROD_00332,5
TK_0000081,PROD_00342,1
TK_0000082,PROD_00243,3
TK_0000082,PROD_00220,1
TK_0000082,PROD_00233,0.879
TK_0000082,PROD_00257,1
TK_0000082,PROD_00490,1
TK_0000082,PROD_00271,1
TK_0000082,PROD_00011,1
TK_0000083,PROD_00367,3
TK_0000083,PROD_00302,3
TK_0000083,PROD_00119,5
TK_0000083,PROD_00379,2
TK_0000083,PROD_00055,2
TK_0000083,PROD_00326,5
TK_0000083,PROD_00423,4
TK_0000083,PROD_00253,3
TK_0000083,PROD_00037,5
TK_0000083,PROD_00239,4
TK_0000083,PROD_00096,1
TK_0000083,PROD_00246,2
TK_0000084,PROD_00405,2.42
TK_0000084,PROD_00242,3
TK_0000084,PROD_00021,2
TK_0000084,PROD_00262,1
TK_0000084,PROD_00170,2.649
TK_0000084,PROD_00403,2
TK_0000084,PROD_00417,5
TK_0000084,PROD_00017,3
TK_0000084,PROD_00168,3
TK_0000084,PROD_00449,4
TK_0000084,PROD_00323,1.907
TK_0000084,PROD_00134,1.108
TK_0000085,PROD_00443,5
TK_0000085,PROD_00298,5
TK_0000085,PROD_00030,1.395
TK_0000085,PROD_00078,1.157
TK_0000085,PROD_00044,2
TK_0000085,PROD_00228,2.009
TK_0000085,PROD_00454,0.684
TK_0000085,PROD_00140,3.496
TK_0000085,PROD_00438,3
TK_0000085,PROD_00022,0.598
TK_0000085,PROD_00233,0.541
TK_0000086,PROD_00064,5
TK_0000086,PROD_00124,5
TK_0000086,PROD_00145,3.276
TK_0000086,PROD_00358,1.323
TK_0000086,PROD_00479,2
TK_0000086,PROD_00437,2
TK_0000086,PROD_00335,2
TK_0000086,PROD_00385,3
TK_0000086,PROD_00462,2
TK_0000086,PROD_00430,5
TK_0000086,PROD_00222,1
TK_0000087,PROD_00279,1
TK_0000087,PROD_00334,1.898
TK_0000087,PROD_00411,2
TK_0000087,PROD_00399,3
TK_0000087,PROD_00440,3
TK_0000087,PROD_00273,2.642
TK_0000087,PROD_00278,0.792
TK_0000088,PROD_00467,4
TK_0000088,PROD_00207,3.339
TK_0000088,PROD_00295,1
TK_0000088,PROD_00470,5
TK_0000088,PROD_00453,1
TK_0000088,PROD_00140,2.081
TK_0000088,PROD_00493,2
TK_0000089,PROD_00156,4
TK_0000089,PROD_00400,5
TK_0000089,PROD_00304,2
TK_0000089,PROD_00497,3
TK_0000089,PROD_00489,2
TK_0000090,PROD_00185,5
TK_0000090,PROD_00267,1
TK_0000090,PROD_00186,5
TK_0000090,PROD_00189,1
TK_0000090,PROD_00183,1.291
TK_0000090,PROD_00113,3
TK_0000090,PROD_00089,5
TK_0000090,PROD_00054,1.2
TK_0000090,PROD_00466,3
TK_0000091,PROD_00286,2.487
TK_0000091,PROD_00341,3
TK_0000091,PROD_00226,5
TK_0000091,PROD_00257,2
TK_0000091,PROD_00436,1.196
TK_0000091,PROD_00015,5
TK_0000092,PROD_00298,5
TK_0000092,PROD_00135,4
TK_0000092,PROD_00312,0.688
TK_0000092,PROD_00430,3
TK_0000092,PROD_00486,4
TK_0000092,PROD_00250,5
TK_0000092,PROD_00005,2
TK_0000092,PROD_00096,2
TK_0000092,PROD_00294,5
TK_0000092,PROD_00387,3
TK_0000092,PROD_00302,4
TK_0000093,PROD_00126,1
TK_0000093,PROD_00445,1.343
TK_0000093,PROD_00345,2
TK_0000093,PROD_00017,3
TK_0000093,PROD_00198,3
TK_0000093,PROD_00244,1
TK_0000093,PROD_00319,1
TK_0000093,PROD_00129,4
TK_0000093,PROD_00344,1
TK_0000093,PROD_00072,1
TK_0000093,PROD_00281,3.088
